original_lang,original_content,original_question,original_answer,content,question,answer,language,translated,q_id,title,url
he,"מניין לחורבן הבית היא שיטת מניית שנים שהייתה בשימוש יהודי, בעיקר בארץ ישראל וסביבותיה, לאחר חורבן בית המקדש השני ועד התקופה הצלבנית. עם השנים התמעט השימוש בשיטה זו מחוץ להקשרים דתיים, אך עליית הלאומיות היהודית מסוף המאה ה-19 ואילך חידשה לזמן קצר את השימוש בשיטה זו, זאת ביוזמתו והובלתו של אליעזר בן-יהודה. השנה הנוכחית (ה'תשפ""ד) היא שנת 1,955 לחורבן הבית. == שיטות ספירה שונות ==בעוד מסורת מקובלת (הנובעת מבלבול בין מניין היצירה לחשבון שנות אדם הראשון) מחשבת את השנים לחורבן על ידי הפחתת 3,828 מהשנה העברית או 68 מהשנה הנוצרית, והיסטוריונים ממקמים את חורבן הבית בשנת 70 לספירה שהיא ג'תת""ל ליצירה, השיטה הנפוצה מחשיבה את שנת 70 לספירה כשנת 1 לחורבן, כלומר מניין החורבן הוא 69 פחות מספירת הנוצרים או 3,829 פחות מהספירה העברית. שיטה זו נתמכת הן בידי התלמוד בבלי, מסכת עבודה זרה, דף ט', עמוד א', שמציין 380 שנות הפרש בין המניין לחורבן למניין השטרות, והן מהרמב""ם במספר מקומות במשנה תורה, וכן מכתבי יד מהמאה ה-10 שנמצאו בגניזת קהיר.בלוחות השנה של ידותון הלוי החבר, חזן בית הכנסת בן עזרא, שנות החורבן מתחלפות בתשעה באב, ולא בא' בתשרי כמו כל מנייני השנים. כך גם בחיבור על מנהגי תשעה באב הוא נקרא ""ראש שנה לחרבן"" וכן פירשו הקראים את ”בראש השנה בעשור לחודש” (ספר יחזקאל, פרק מ', פסוק א').== תולדות השימוש במניין לחורבן הבית ===== המניין לחורבן בית ראשון ===משנות גלות בבל, עוד לפני חורבן בית ראשון, קיימות עדויות לשיטת מנייה שראשיתה באירועים הטראומטיים שחוו יהודי ארץ ישראל בתקופת החורבן. בספר מלכים ב' נזכר התאריך ”וַיְהִי בִשְׁלֹשִׁים וָשֶׁבַע שָׁנָה לְגָלוּת יְהוֹיָכִין מֶלֶךְ-יְהוּדָה” (כ""ה, כז), ובספר יחזקאל: ”בְּעֶשְׂרִים וְחָמֵשׁ שָׁנָה לְגָלוּתֵנוּ” (מ', א). שני התאריכים מתייחסים לגלות יהויכין – אירוע שנתפס כנקודת הפתיחה להשתלשלות האירועים שהובילו לחורבן ולגלות.","לפי המניין לחורבן הבית, באיזה שנה חרב בית המקדש השני?",1 לחורבן,"Conteo al Destierro: El conteo al Destierro es un sistema de datación empleado por los judíos, principalmente en la Tierra de Israel y sus alrededores, tras la destrucción del Segundo Templo y hasta el período Cruzado. Con el tiempo, su empleo fuera de contextos religiosos disminuyó, pero el surgimiento del nacionalismo judío a fines del siglo XIX lo revivió brevemente, impulsado por Eliezer Ben-Yehuda. El año actual (5784) es el 1955 del Destierro. == Diferentes métodos de conteo ==Mientras la tradición (derivada de una confusión entre el cómputo de la Creación y el de los años de Adán) calcula los años del Destierro restando 3828 del año hebreo o 68 del año cristiano, y los historiadores ubican la destrucción del Templo en el 70 d. C. (3830 de la Creación), el método común considera el 70 d. C. como el año 1 del Destierro, es decir, el conteo del Destierro es 69 menos que el cristiano o 3829 menos que el hebreo. Este método cuenta con el respaldo del Talmud de Babilonia (Avodá Zará 9a), que indica una diferencia de 380 años entre el conteo del Destierro y el de los pagarés; del Maimónides en varios lugares del Mishné Torá; y de manuscritos del siglo X encontrados en la Geniza de El Cairo.En los calendarios de Yedutún el Leví el Cantor, de la sinagoga de Ben Ezra, los años del Destierro cambian en Tishá BeAv, no en Rosh Hashaná como todos los demás conteos. En un tratado sobre las costumbres de Tishá BeAv, se le llama ""Año Nuevo del Destierro"". Los caraítas también interpretaron ""en el año nuevo, el décimo día del mes"" (Ezequiel 40:1) de esta manera.== Historia del uso del conteo al Destierro ===== Conteo del Primer Destierro ===Desde el exilio babilónico, antes de la destrucción del Primer Templo, hay evidencia de un sistema de conteo que se originó en los traumáticos eventos del período del Destierro. Reyes II menciona ""En el año trigésimo séptimo del cautiverio de Joaquín, rey de Judá"" (25:27), y Ezequiel: ""En el año veinticinco de nuestro cautiverio"" (40:1). Ambas fechas se refieren al exilio de Joaquín, un punto de partida para la cadena de eventos que condujeron al Destierro.","Según el conteo desde la Destrucción del Templo, ¿en qué año fue destruido el Segundo Templo?",1 del Destierro,es,1,10,מניין לחורבן הבית,https://he.wikipedia.org/wiki/מניין_לחורבן_הבית
ko,"서산 둔당리 지석묘(瑞山 屯堂里 支石墓)는 충청남도 서산시 인지면 둔당리에 있는 청동시대의 지석묘이다. 1986년 11월 19일 충청남도의 기념물 제63호로 지정되었다.== 개요 ==지석묘는 청동지석묘는 청동기시대의 대표적인 무덤으로 고인돌이라고도 부르며, 주로 경제력이 있거나 정치권력을 가진 지배층의 무덤으로 알려져 있다.우리나라의 고인돌은 4개의 받침돌을 세워서 돌방을 만들고 그 위에 거대하고 평평한 덮개돌을 올려 놓은 탁자식과, 땅 속에 돌방을 만들고 작은 받침돌을 세운 뒤 뚜껑돌을 덮고 그 위에 거대한 덮개돌을 올린 바둑판식으로 구분된다.서산 둔당리의 얕은 야산에 있는데, 원래는 2기의 고인돌이 있었으나 일제시대에 1기가 파괴되어 없어졌고, 지금 남아 있는 고인돌도 일제시대에 도굴되었다고 한다. 형태상 바둑판식으로 덮개돌의 크기는 길이 3.8m, 너비 3.0m이며, 받침돌이 3개이다. 고인돌에서는 민무늬토기, 붉은간토기, 돌칼, 돌화살촉 등이 출토되었다.",서산 둔당리 지석묘에서 출토된 유물 중 하나는 무엇인가?,돌화살촉,"Seosan Duntang-ri Dolmen (瑞山 屯堂里 支石墓) is a Bronze Age dolmen located in Duntang-ri, Inji-myeon, Seosan-si, Chungcheongnam-do. It was designated as Chungcheongnam-do Monument No. 63 on November 19, 1986.

== Overview ==
Bronze Age dolmens, also known as goindol, are representative tombs of the Bronze Age and are known to be the tombs of the ruling class with economic power or political influence.

Korean goindols are divided into table-type, which create a stone chamber by erecting four support stones and placing a large and flat capstone on top, and checkerboard-type, which create a stone chamber underground, erect small support stones, cover it with a lid stone, and place a massive capstone on top.

Located on a low hill in Seosan Duntang-ri, there were originally two goindols, but one was destroyed during the Japanese colonial period. It is said that the remaining goindol was also robbed during the Japanese colonial period.

In terms of shape, it is a checkerboard-type dolmen with a capstone size of 3.8m in length and 3.0m in width, supported by three support stones. Plain pottery, red-polished pottery, stone knives, and stone arrowheads were excavated from the goindol.",What is one of the artifacts excavated from the Dolmen in Seosan Dundang-ri ?,Stone arrowheads,en,1,364,서산 둔당리 지석묘,https://ko.wikipedia.org/wiki/서산_둔당리_지석묘
ko,"서산 둔당리 지석묘(瑞山 屯堂里 支石墓)는 충청남도 서산시 인지면 둔당리에 있는 청동시대의 지석묘이다. 1986년 11월 19일 충청남도의 기념물 제63호로 지정되었다.== 개요 ==지석묘는 청동지석묘는 청동기시대의 대표적인 무덤으로 고인돌이라고도 부르며, 주로 경제력이 있거나 정치권력을 가진 지배층의 무덤으로 알려져 있다.우리나라의 고인돌은 4개의 받침돌을 세워서 돌방을 만들고 그 위에 거대하고 평평한 덮개돌을 올려 놓은 탁자식과, 땅 속에 돌방을 만들고 작은 받침돌을 세운 뒤 뚜껑돌을 덮고 그 위에 거대한 덮개돌을 올린 바둑판식으로 구분된다.서산 둔당리의 얕은 야산에 있는데, 원래는 2기의 고인돌이 있었으나 일제시대에 1기가 파괴되어 없어졌고, 지금 남아 있는 고인돌도 일제시대에 도굴되었다고 한다. 형태상 바둑판식으로 덮개돌의 크기는 길이 3.8m, 너비 3.0m이며, 받침돌이 3개이다. 고인돌에서는 민무늬토기, 붉은간토기, 돌칼, 돌화살촉 등이 출토되었다.",서산 둔당리 지석묘에서 출토된 유물 중 하나는 무엇인가?,돌화살촉,"Dolmen de Duntang-ri à Seosan (瑞山 屯堂里 支石墓)

Le dolmen de Duntang-ri à Seosan est un dolmen de l'âge du bronze situé à Duntang-ri, Inji-myeon, Seosan-si, Chungcheongnam-do. Il a été désigné monument commémoratif n° 63 de Chungcheongnam-do le 19 novembre 1986.

== Aperçu ==

Les dolmens sont des tombes représentatives de l'âge du bronze, également appelés dolmens, et sont connus pour être les tombes de la classe dirigeante qui avait un pouvoir économique ou politique.

Les dolmens en Corée sont divisés en deux types : le type table, qui est construit en érigeant quatre pierres de support pour créer une chambre en pierre et en plaçant une dalle de couverture plate et géante sur le dessus, et le type damier, qui est construit en creusant une chambre en pierre dans le sol, en érigeant de petites pierres de support, en recouvrant le dessus d'une dalle et en plaçant une dalle de couverture géante sur le dessus.

Situé sur une colline peu profonde à Duntang-ri, Seosan, il y avait à l'origine deux dolmens, mais un a été détruit à l'époque japonaise et a disparu, et on dit que le dolmen restant a également été pillé à l'époque japonaise. Il s'agit d'un type damier, avec une dalle de couverture mesurant 3,8 m de long et 3,0 m de large, et trois pierres de support. Des poteries sans motif, des poteries rouges, des couteaux en pierre et des pointes de flèches en pierre ont été découverts dans le dolmen.",Quelle est l'une des reliques découvertes dans le dolmen de Duntang-ri à Seosan ?,Pointe de flèche en pierre,fr,1,364,서산 둔당리 지석묘,https://ko.wikipedia.org/wiki/서산_둔당리_지석묘
ko,"서산 둔당리 지석묘(瑞山 屯堂里 支石墓)는 충청남도 서산시 인지면 둔당리에 있는 청동시대의 지석묘이다. 1986년 11월 19일 충청남도의 기념물 제63호로 지정되었다.== 개요 ==지석묘는 청동지석묘는 청동기시대의 대표적인 무덤으로 고인돌이라고도 부르며, 주로 경제력이 있거나 정치권력을 가진 지배층의 무덤으로 알려져 있다.우리나라의 고인돌은 4개의 받침돌을 세워서 돌방을 만들고 그 위에 거대하고 평평한 덮개돌을 올려 놓은 탁자식과, 땅 속에 돌방을 만들고 작은 받침돌을 세운 뒤 뚜껑돌을 덮고 그 위에 거대한 덮개돌을 올린 바둑판식으로 구분된다.서산 둔당리의 얕은 야산에 있는데, 원래는 2기의 고인돌이 있었으나 일제시대에 1기가 파괴되어 없어졌고, 지금 남아 있는 고인돌도 일제시대에 도굴되었다고 한다. 형태상 바둑판식으로 덮개돌의 크기는 길이 3.8m, 너비 3.0m이며, 받침돌이 3개이다. 고인돌에서는 민무늬토기, 붉은간토기, 돌칼, 돌화살촉 등이 출토되었다.",서산 둔당리 지석묘에서 출토된 유물 중 하나는 무엇인가?,돌화살촉,"קברים דולמנים מסאן דון-טאנג-רי (瑞山 屯堂里 支石墓) הם קברים דולמנים מתקופת הברונזה הנמצאים בדון-טאנג-רי, אינג'י-מיאן, סאוסאן-סי, במחוז צ'ונגצ'אונגנאם. ב-19 בנובמבר 1986 הם הוכרזו כאתר הנצחה מספר 63 במחוז צ'ונגצ'אונגנאם.

== סקירה כללית ==
קברים דולמנים הם קברים אופייניים לתקופת הברונזה המכונים גם דולמנים, וידועים כקברים השייכים למעמד השליט, בעלי עוצמה כלכלית או פוליטית.

דולמנים בקוריאה מחולקים לשני סוגים: סגנון שולחן, בו ארבעה עמודי תמך יוצרים חדר אבן שמעליו מונחת אבן כיסוי ענקית ושטוחה; וסגנון לוח גו, בו נחפר חדר אבן באדמה, ועליו מונחים עמודי תמך קטנים ואבן כיסוי, ומעליה אבן כיסוי ענקית.

הדולמנים בדון-טאנג-רי בסאוסאן ממוקמים על גבעה נמוכה. במקור היו במקום שני דולמנים, אך אחד מהם נהרס ונעלם בתקופת השלטון היפני. גם הדולמן שנותר נשדד בתקופת השלטון היפני. מבחינת המבנה, זהו סגנון לוח גו, ואבן הכיסוי היא באורך 3.8 מטר וברוחב 3.0 מטר, עם שלושה עמודי תמך.

מהדולמן התגלו חרסים עם דוגמאות גיאומטריות, חרסים אדומים מלוטשים, סכיני אבן וחודי חצים מאבן.",אחת התגליות שהתגלו בקברים הדולמנים מ-Seosan Dundang-ri היא:,חודי חצים מאבן,he,1,364,서산 둔당리 지석묘,https://ko.wikipedia.org/wiki/서산_둔당리_지석묘
ko,"서산 둔당리 지석묘(瑞山 屯堂里 支石墓)는 충청남도 서산시 인지면 둔당리에 있는 청동시대의 지석묘이다. 1986년 11월 19일 충청남도의 기념물 제63호로 지정되었다.== 개요 ==지석묘는 청동지석묘는 청동기시대의 대표적인 무덤으로 고인돌이라고도 부르며, 주로 경제력이 있거나 정치권력을 가진 지배층의 무덤으로 알려져 있다.우리나라의 고인돌은 4개의 받침돌을 세워서 돌방을 만들고 그 위에 거대하고 평평한 덮개돌을 올려 놓은 탁자식과, 땅 속에 돌방을 만들고 작은 받침돌을 세운 뒤 뚜껑돌을 덮고 그 위에 거대한 덮개돌을 올린 바둑판식으로 구분된다.서산 둔당리의 얕은 야산에 있는데, 원래는 2기의 고인돌이 있었으나 일제시대에 1기가 파괴되어 없어졌고, 지금 남아 있는 고인돌도 일제시대에 도굴되었다고 한다. 형태상 바둑판식으로 덮개돌의 크기는 길이 3.8m, 너비 3.0m이며, 받침돌이 3개이다. 고인돌에서는 민무늬토기, 붉은간토기, 돌칼, 돌화살촉 등이 출토되었다.",서산 둔당리 지석묘에서 출토된 유물 중 하나는 무엇인가?,돌화살촉,"瑞山屯堂里支石墓
瑞山屯堂里支石墓位于忠清南道瑞山市仁旨面屯堂里，是青铜时代的支石墓。1986年11月19日被指定为忠清南道纪念物第63号。== 概述 ==支石墓是青铜时代具有代表性的墓葬，也称为高句丽墓，通常被认为是拥有经济实力或政治权力的统治阶层的墓葬。韩国的高句丽墓分为两种类型：一种是用4块支脚石搭建石室，并在其上放置巨大而扁平的盖石，称为桌子式；另一种是在地下建造石室，用小的支脚石支撑，盖上盖石，然后在上面放置巨大的盖石，称为棋盘式。瑞山屯堂里支石墓位于浅山之中，原本有2座高句丽墓，但在日据时期其中1座被毁坏，现存的支石墓也在日据时期被盗掘。从形态上看，它是棋盘式的，盖石长3.8米，宽3.0米，由3块支脚石支撑。在支石墓中出土了素面陶器、红陶、石刀、石箭头等文物。",瑞山屯堂里支石墓中出土了什么文物？,石箭头,zh,1,364,서산 둔당리 지석묘,https://ko.wikipedia.org/wiki/서산_둔당리_지석묘
ko,"서산 둔당리 지석묘(瑞山 屯堂里 支石墓)는 충청남도 서산시 인지면 둔당리에 있는 청동시대의 지석묘이다. 1986년 11월 19일 충청남도의 기념물 제63호로 지정되었다.== 개요 ==지석묘는 청동지석묘는 청동기시대의 대표적인 무덤으로 고인돌이라고도 부르며, 주로 경제력이 있거나 정치권력을 가진 지배층의 무덤으로 알려져 있다.우리나라의 고인돌은 4개의 받침돌을 세워서 돌방을 만들고 그 위에 거대하고 평평한 덮개돌을 올려 놓은 탁자식과, 땅 속에 돌방을 만들고 작은 받침돌을 세운 뒤 뚜껑돌을 덮고 그 위에 거대한 덮개돌을 올린 바둑판식으로 구분된다.서산 둔당리의 얕은 야산에 있는데, 원래는 2기의 고인돌이 있었으나 일제시대에 1기가 파괴되어 없어졌고, 지금 남아 있는 고인돌도 일제시대에 도굴되었다고 한다. 형태상 바둑판식으로 덮개돌의 크기는 길이 3.8m, 너비 3.0m이며, 받침돌이 3개이다. 고인돌에서는 민무늬토기, 붉은간토기, 돌칼, 돌화살촉 등이 출토되었다.",서산 둔당리 지석묘에서 출토된 유물 중 하나는 무엇인가?,돌화살촉,"서산 둔당리 지석묘(瑞山 屯堂里 支石墓)는 충청남도 서산시 인지면 둔당리에 있는 청동시대의 지석묘이다. 1986년 11월 19일 충청남도의 기념물 제63호로 지정되었다.== 개요 ==지석묘는 청동지석묘는 청동기시대의 대표적인 무덤으로 고인돌이라고도 부르며, 주로 경제력이 있거나 정치권력을 가진 지배층의 무덤으로 알려져 있다.우리나라의 고인돌은 4개의 받침돌을 세워서 돌방을 만들고 그 위에 거대하고 평평한 덮개돌을 올려 놓은 탁자식과, 땅 속에 돌방을 만들고 작은 받침돌을 세운 뒤 뚜껑돌을 덮고 그 위에 거대한 덮개돌을 올린 바둑판식으로 구분된다.서산 둔당리의 얕은 야산에 있는데, 원래는 2기의 고인돌이 있었으나 일제시대에 1기가 파괴되어 없어졌고, 지금 남아 있는 고인돌도 일제시대에 도굴되었다고 한다. 형태상 바둑판식으로 덮개돌의 크기는 길이 3.8m, 너비 3.0m이며, 받침돌이 3개이다. 고인돌에서는 민무늬토기, 붉은간토기, 돌칼, 돌화살촉 등이 출토되었다.",서산 둔당리 지석묘에서 출토된 유물 중 하나는 무엇인가?,돌화살촉,ko,0,364,서산 둔당리 지석묘,https://ko.wikipedia.org/wiki/서산_둔당리_지석묘
ko,"서산 둔당리 지석묘(瑞山 屯堂里 支石墓)는 충청남도 서산시 인지면 둔당리에 있는 청동시대의 지석묘이다. 1986년 11월 19일 충청남도의 기념물 제63호로 지정되었다.== 개요 ==지석묘는 청동지석묘는 청동기시대의 대표적인 무덤으로 고인돌이라고도 부르며, 주로 경제력이 있거나 정치권력을 가진 지배층의 무덤으로 알려져 있다.우리나라의 고인돌은 4개의 받침돌을 세워서 돌방을 만들고 그 위에 거대하고 평평한 덮개돌을 올려 놓은 탁자식과, 땅 속에 돌방을 만들고 작은 받침돌을 세운 뒤 뚜껑돌을 덮고 그 위에 거대한 덮개돌을 올린 바둑판식으로 구분된다.서산 둔당리의 얕은 야산에 있는데, 원래는 2기의 고인돌이 있었으나 일제시대에 1기가 파괴되어 없어졌고, 지금 남아 있는 고인돌도 일제시대에 도굴되었다고 한다. 형태상 바둑판식으로 덮개돌의 크기는 길이 3.8m, 너비 3.0m이며, 받침돌이 3개이다. 고인돌에서는 민무늬토기, 붉은간토기, 돌칼, 돌화살촉 등이 출토되었다.",서산 둔당리 지석묘에서 출토된 유물 중 하나는 무엇인가?,돌화살촉,瑞山屯堂里支石墓（ソサン・トゥンダンリ・シソクミョ）は、忠清南道瑞山市仁旨面屯堂里にある青銅時代の支石墓である。1986年11月19日に忠清南道の記念物第63号に指定された。== 概要 ==支石墓は青銅時代の代表的な墓であり、ドルメンとも呼ばれ、主に経済力や政治権力を持つ支配層の墓として知られている。韓国のドルメンは、4つの支脚石を立てて石室を作り、その上に巨大で平らな天蓋石をのせた卓上式と、土中に石室を作り、小さな支脚石を立てて蓋石を被せ、その上に巨大な天蓋石をのせた碁盤式に分類される。瑞山屯堂里の浅い山中にあり、元は2基のドルメンがあったが、日帝時代に1基が破壊されて失われ、現在残っているドルメンも日帝時代に盗掘されたとされる。形状は碁盤式で、天蓋石の大きさは長さ3.8m、幅3.0m、支脚石は3つである。ドルメンからは、無文土器、赤色磨研土器、石刀、石鏃などが出土した。,瑞山屯堂里支石墓から出土した遺物の一つは何ですか？,石鏃,ja,1,364,서산 둔당리 지석묘,https://ko.wikipedia.org/wiki/서산_둔당리_지석묘
ko,"서산 둔당리 지석묘(瑞山 屯堂里 支石墓)는 충청남도 서산시 인지면 둔당리에 있는 청동시대의 지석묘이다. 1986년 11월 19일 충청남도의 기념물 제63호로 지정되었다.== 개요 ==지석묘는 청동지석묘는 청동기시대의 대표적인 무덤으로 고인돌이라고도 부르며, 주로 경제력이 있거나 정치권력을 가진 지배층의 무덤으로 알려져 있다.우리나라의 고인돌은 4개의 받침돌을 세워서 돌방을 만들고 그 위에 거대하고 평평한 덮개돌을 올려 놓은 탁자식과, 땅 속에 돌방을 만들고 작은 받침돌을 세운 뒤 뚜껑돌을 덮고 그 위에 거대한 덮개돌을 올린 바둑판식으로 구분된다.서산 둔당리의 얕은 야산에 있는데, 원래는 2기의 고인돌이 있었으나 일제시대에 1기가 파괴되어 없어졌고, 지금 남아 있는 고인돌도 일제시대에 도굴되었다고 한다. 형태상 바둑판식으로 덮개돌의 크기는 길이 3.8m, 너비 3.0m이며, 받침돌이 3개이다. 고인돌에서는 민무늬토기, 붉은간토기, 돌칼, 돌화살촉 등이 출토되었다.",서산 둔당리 지석묘에서 출토된 유물 중 하나는 무엇인가?,돌화살촉,"Tumba de Dolmen de Duntang-ri, Seosan (瑞山 屯 堂 里 支石墓)

La tumba de dolmen de Duntang-ri, Seosan es una tumba de dolmen de la Edad de Bronce ubicada en Duntang-ri, Inji-myeon, ciudad de Seosan, Chungcheongnam-do. Fue designado como Monumento Conmemorativo No. 63 de Chungcheongnam-do el 19 de noviembre de 1986.

== Descripción general ==

La tumba de dolmen es una tumba representativa de la Edad de Bronce, también conocida como dolmen, y se sabe que es la tumba de la clase dominante con poder económico o político.

Los dólmenes en Corea se clasifican en estilo tablero, donde cuatro piedras de soporte se erigen para crear una cámara de piedra y una piedra de techo enorme y plana se coloca encima, y estilo tablero de ajedrez, donde una cámara de piedra se crea bajo tierra, se erigen pequeñas piedras de soporte, se coloca una piedra de tapa y una piedra de techo enorme se coloca encima.

Ubicado en una colina baja en Duntang-ri, Seosan, originalmente había dos dólmenes, pero uno fue destruido durante el período colonial japonés y no existe. Se dice que el dolmen restante también fue excavado durante el período colonial japonés. Es de estilo tablero de ajedrez, con una piedra de techo de 3,8 m de largo y 3,0 m de ancho, y tres piedras de soporte. Se han excavado cerámica sin patrón, cerámica roja pulida, cuchillos de piedra y puntas de flecha de piedra del dolmen.","Mencione uno de los artefactos excavados en el dolmen de Duntang-ri, en Seosan.",Punta de flecha de piedra,es,1,364,서산 둔당리 지석묘,https://ko.wikipedia.org/wiki/서산_둔당리_지석묘
es,"Nuestra hora fue un programa de televisión chileno emitido desde 1979 hasta 1982 por Canal 13, con la dirección televisiva de Gonzalo Bertrán, la dirección musical en el piano del maestro Juan Salazar (primer año) y del cantante y pianista Nino García y la animación del cantante José Alfredo ""Pollo"" Fuentes. Era realizado en el estudio 26 de Canal 13, ubicados en ese entonces en la casa central de la Pontificia Universidad Católica de Chile en Santiago de Chile. Este programa fue el debut en la animación del Pollo Fuentes, que por una invitación del mismo Gonzalo Bertrán, entró a la animación, luego de años de exitosa carrera como cantante. Nuestra hora se caracterizaba en invitar a distintas personas del mundo de la televisión, del arte y del ambiente nacional a conversar junto a un piano y a la vez cantar distintos temas con el animador cantante. Además se realizaban musicales, con cantantes de la época y el cuerpo de ballet dirigidos por Karen Conolly.Años después, en 1995, Canal 13 realizó otro programa con el mismo nombre de Nuestra hora, para el horario del mediodía, con características distintas y conducido por Juan Carlos ""Pollo"" Valdivia, que duró sólo 3 meses por su fracaso en audiencia.","Quién era el director del programa de televisión chileno ""Nuestra hora"" en su primera temporada?",Gonzalo Bertrán,"Nuestra Hora was a Chilean television program broadcast from 1979 to 1982 on Canal 13. Directed for television by Gonzalo Bertrán, with musical direction on the piano by maestro Juan Salazar (first year) and by singer and pianist Nino García, and hosted by singer José Alfredo ""Pollo"" Fuentes. It was produced in Canal 13's Studio 26, located at the time in the main building of the Pontifical Catholic University of Chile in Santiago de Chile. This program marked the debut of Pollo Fuentes as a host, who entered the world of entertainment after an invitation from Gonzalo Bertrán himself, following years of a successful singing career. Nuestra Hora was known for inviting various personalities from the world of television, art, and the national scene to chat alongside a piano while performing different songs with the host. It also featured musical performances by contemporary singers and the ballet corps directed by Karen Conolly. Years later, in 1995, Canal 13 created another program with the same name, Nuestra Hora, for the midday slot. However, this program had different characteristics and was hosted by Juan Carlos ""Pollo"" Valdivia. It lasted only three months due to poor ratings.","Who was the director of the Chilean television program ""Our Hour"" in its first season?",Gonzalo Bertrán,en,1,103,Nuestra hora,https://es.wikipedia.org/wiki/Nuestra_hora
es,"Nuestra hora fue un programa de televisión chileno emitido desde 1979 hasta 1982 por Canal 13, con la dirección televisiva de Gonzalo Bertrán, la dirección musical en el piano del maestro Juan Salazar (primer año) y del cantante y pianista Nino García y la animación del cantante José Alfredo ""Pollo"" Fuentes. Era realizado en el estudio 26 de Canal 13, ubicados en ese entonces en la casa central de la Pontificia Universidad Católica de Chile en Santiago de Chile. Este programa fue el debut en la animación del Pollo Fuentes, que por una invitación del mismo Gonzalo Bertrán, entró a la animación, luego de años de exitosa carrera como cantante. Nuestra hora se caracterizaba en invitar a distintas personas del mundo de la televisión, del arte y del ambiente nacional a conversar junto a un piano y a la vez cantar distintos temas con el animador cantante. Además se realizaban musicales, con cantantes de la época y el cuerpo de ballet dirigidos por Karen Conolly.Años después, en 1995, Canal 13 realizó otro programa con el mismo nombre de Nuestra hora, para el horario del mediodía, con características distintas y conducido por Juan Carlos ""Pollo"" Valdivia, que duró sólo 3 meses por su fracaso en audiencia.","Quién era el director del programa de televisión chileno ""Nuestra hora"" en su primera temporada?",Gonzalo Bertrán,"Notre heure était une émission de télévision chilienne diffusée de 1979 à 1982 sur Canal 13. Elle était réalisée par Gonzalo Bertrán, avec une direction musicale assurée au piano par le maestro Juan Salazar (première année), puis par le chanteur et pianiste Nino García. L'animation était assurée par le chanteur José Alfredo ""Pollo"" Fuentes. L'émission était enregistrée dans le studio 26 de Canal 13, situé à l'époque dans le bâtiment principal de l'Université pontificale catholique du Chili à Santiago. Cette émission a marqué les débuts de Pollo Fuentes en tant qu'animateur. Invité par Gonzalo Bertrán, il s'est lancé dans l'animation après des années de succès en tant que chanteur. Notre heure se caractérisait par l'invitation de personnalités du monde de la télévision, de l'art et de la scène nationale pour des conversations autour d'un piano, entrecoupées de chansons interprétées par l'animateur chanteur. L'émission comprenait également des performances musicales avec des chanteurs de l'époque et une troupe de ballet dirigée par Karen Conolly. Des années plus tard, en 1995, Canal 13 a lancé une autre émission du même nom, Notre heure, diffusée à la mi-journée. Présentée par Juan Carlos ""Pollo"" Valdivia, elle présentait des caractéristiques différentes et n'a duré que trois mois en raison de son échec d'audience.","Qui était le réalisateur de l'émission de télévision chilienne ""Nuestra hora"" lors de sa première saison ?",Gonzalo Bertrán,fr,1,103,Nuestra hora,https://es.wikipedia.org/wiki/Nuestra_hora
