original_lang,original_content,original_question,original_answer,content,question,answer,language,translated,q_id,title,url,avg_dep_depth,max_tree_depth,num_clauses
en,"St John of God Bendigo Hospital is a 167-bed private hospital located in central Victoria.St John of God Health Care acquired Mt Alvernia Mercy Hospital in February 2005, renaming it St John of God Bendigo Hospital.  The private hospital services the City of Bendigo and Central Victoria.St John of God Bendigo Hospital is a division of St John of God Health Care, a Catholic not-for-profit health care group, serving communities with hospitals, home nursing, and social outreach services throughout Australia, New Zealand and the wider Asia-Pacific region. Currently the hospital is partially non-functional, and struggles to be viable. An entire ward is unused and the hospital is on unsure footing financially.== Facilities ==The 167-bed hospital has six theatres, one endoscopy suite, a cardiac interventional lab and a critical care/intensive care unit, as well as a hydrotherapy pool and gymnasium.== Services ==Services provided by St John of God Bendigo Hospital include:Medical and surgical careMaternityCardiology and coronary careIntensive careRehabilitationCancer treatmentObstetrics and gynaecologyDay surgeryElective surgeryOutpatient services== Social outreach ==St John of God Raphael Services provides perinatal infant mental health care in Bendigo. Staffed by mental health clinicians, Raphael Services provide free support for parents and families affected by anxiety, depression and other mental health difficulties during pregnancy and in the postnatal period.They services also provide counselling and support for parents undergoing prenatal testing or who have experienced pregnancy loss.",What type of health care group is St John of God Health Care?,Catholic not-for-profit,"L'hôpital St John of God Bendigo est un hôpital privé de 167 lits situé dans le centre de l'État de Victoria. St John of God Health Care a acquis l'hôpital Mt Alvernia Mercy en février 2005 et l'a renommé St John of God Bendigo Hospital. Cet hôpital privé dessert la ville de Bendigo et le centre de l'État de Victoria. L'hôpital St John of God Bendigo est une division de St John of God Health Care, un groupe de soins de santé catholique à but non lucratif qui dessert les communautés avec des hôpitaux, des soins infirmiers à domicile et des services de proximité sociale en Australie, en Nouvelle-Zélande et dans la région Asie-Pacifique au sens large. Actuellement, l'hôpital est partiellement non fonctionnel et a du mal à être viable. Un service entier est inutilisé et l'hôpital est financièrement instable.

== Installations ==
L'hôpital de 167 lits dispose de six blocs opératoires, d'une salle d'endoscopie, d'un laboratoire d'intervention cardiaque et d'une unité de soins intensifs/soins critiques, ainsi que d'une piscine d'hydrothérapie et d'un gymnase.

== Services ==
Les services fournis par l'hôpital St John of God Bendigo comprennent :
Soins médicaux et chirurgicaux
Maternité
Cardiologie et soins coronariens
Soins intensifs
Rééducation
Traitement du cancer
Obstétrique et gynécologie
Chirurgie de jour
Chirurgie élective
Services ambulatoires

== Actions sociales ==
Les services St John of God Raphael fournissent des soins de santé mentale périnatale et infantile à Bendigo. Dotés de cliniciens en santé mentale, les services Raphael offrent un soutien gratuit aux parents et aux familles touchés par l'anxiété, la dépression et d'autres difficultés de santé mentale pendant la grossesse et en période postnatale.
Ils fournissent également des conseils et un soutien aux parents qui subissent des tests prénataux ou qui ont vécu une perte de grossesse.",Quel type de groupe de soins de santé est St John of God Health Care ?,Catholique à but non lucratif,fr,1,53,St John of God Bendigo Hospital,https://en.wikipedia.org/wiki/St_John_of_God_Bendigo_Hospital,1.9375,5,0
en,"Archer Capital is an Australian private equity investment firm based in Sydney. It was founded as GS Private Equity in 1996. Archer Capital hosts multiple investment funds which invest in businesses across a wide array of industries and sectors, specifically targeting mid-market leveraged buyouts in Australia and New Zealand.The firm currently owns or co-owns a number of Australian and New Zealand companies including Allity and Craveable Brands. Previous investments include Australian Geographic, Dome, John West Foods, MYOB, Rebel, Supercars Championship and Repco.== Notable investments ==In 1998, the firm partnered with the then-management of Australian Geographic to purchase the business for A$50 million. It was later sold to a consortium including the Myer family.In 2000, Archer Capital gained a 50% stake in Dome coffeehouses, selling for A$20 million in 2003 to Navis. In 2001, Archer was part of a consortium (paying A$30 million) which purchased Repco from Pacific Dunlop, publicly listing the company on the Australian Stock Exchange in 2003.Archer Capital was involved in the purchase of John West Foods from Unilever in 2003.",What did Archer Capital purchase in partnership with the management of Australian Geographic in 1998?,Australian Geographic,"Archer Capital est une société australienne d'investissement en capital-investissement basée à Sydney. Elle a été fondée sous le nom de GS Private Equity en 1996. Archer Capital gère plusieurs fonds d'investissement qui investissent dans des entreprises de divers secteurs et industries, ciblant spécifiquement les rachats par emprunt à effet de levier sur le marché intermédiaire en Australie et en Nouvelle-Zélande. La société détient ou co-détient actuellement un certain nombre de sociétés australiennes et néo-zélandaises, notamment Allity et Craveable Brands. Parmi ses investissements antérieurs figurent Australian Geographic, Dome, John West Foods, MYOB, Rebel, Supercars Championship et Repco. == Investissements notables == En 1998, la société s'est associée à la direction d'Australian Geographic de l'époque pour acheter l'entreprise pour 50 millions de dollars australiens. Elle a ensuite été vendue à un consortium comprenant la famille Myer. En 2000, Archer Capital a acquis une participation de 50 % dans les cafés Dome, qu'elle a revendue pour 20 millions de dollars australiens en 2003 à Navis. En 2001, Archer faisait partie d'un consortium (payant 30 millions de dollars australiens) qui a acheté Repco à Pacific Dunlop, introduisant la société à la Bourse d'Australie en 2003. Archer Capital a été impliqué dans l'achat de John West Foods à Unilever en 2003.",Qu'est-ce qu'Archer Capital a acheté en partenariat avec la direction d'Australian Geographic en 1998 ?,Australian Geographic,fr,1,49,Archer Capital,https://en.wikipedia.org/wiki/Archer_Capital,2.526315789473684,5,0
en,"Parrhasia (Ancient Greek: Παρρασία) was a city of ancient Arcadia, in the region of Parrhasia. It was mentioned by Homer in the Catalogue of Ships in the Iliad. It was said to have been founded by Parrhasus, a son of Lycaon, or by Pelasgus, son of Arestor. Some writers equate the city with Lycosura.","According to some writers, which ancient city is equated with Parrhasia?",Lycosura,"Parrhasia (grec ancien : Παρρασία) était une cité de l'Arcadie antique, dans la région de Parrhasie. Elle est mentionnée par Homère dans le Catalogue des vaisseaux de l'Iliade. Sa fondation était attribuée à Parrhasos, fils de Lycaon, ou à Pélasgos, fils d'Arestor. Certains auteurs identifient la cité à Lycosure.","Selon certains auteurs, quelle cité antique est identifiée à Parrhasia ?",Lycosure,fr,1,34,Parrhasia (city),https://en.wikipedia.org/wiki/Parrhasia_(city),1.4166666666666667,2,0
en,Inside the Vainshtein radius                              r                      V                          =                  l                      P                                                (                                                                                m                                          P                                                              3                                                        M                                                  m                                      G                                                        4                                                                        )                                              1              5                                            {\displaystyle r_{V}=l_{\text{P}}\left({\frac {m_{\text{P}}^{3}M}{m_{G}^{4}}}\right)^{\frac {1}{5}}}  with Planck length                               l                      P                                {\displaystyle l_{\text{P}}}   and Planck mass                               m                      P                                {\displaystyle m_{\text{P}}}  the gravitational field  around a body of mass                     M              {\displaystyle M}   is the same in a theory where the graviton mass                               m                      G                                {\displaystyle m_{G}}   is zero and where it's very small because the helicity 0 degree of freedom becomes effective on distance scales                     r        ≫                  r                      V                                {\displaystyle r\gg r_{V}}  .,What is the Planck mass denoted by in the equation for the Vainshtein radius?,m_{P},"À l'intérieur du rayon de Vainshtein                              r                      V                          =                  l                      P                                                (                                                                                m                                          P                                                              3                                                        M                                                  m                                      G                                                        4                                                                        )                                              1              5                                            {\displaystyle r_{V}=l_{\text{P}}\left({\frac {m_{\text{P}}^{3}M}{m_{G}^{4}}}\right)^{\frac {1}{5}}}  avec la longueur de Planck                               l                      P                                {\displaystyle l_{\text{P}}}   et la masse de Planck                               m                      P                                {\displaystyle m_{\text{P}}} , le champ gravitationnel  autour d'un corps de masse                     M              {\displaystyle M}   est le même dans une théorie où la masse du graviton                               m                      G                                {\displaystyle m_{G}}   est nulle et où elle est très petite car le degré de liberté d'hélicité 0 devient effectif à des échelles de distance                     r        ≫                  r                      V                                {\displaystyle r\gg r_{V}}  .",Quelle est la masse de Planck indiquée dans l'équation du rayon de Vainshtein ?,m_{P},fr,1,52,Vainshtein radius,https://en.wikipedia.org/wiki/Vainshtein_radius,3.0,6,1
en,"The year 2020 is the 27th year in the history of the K-1, a Japanese kickboxing promotion. The year started with K-1: K’Festa 3.== List of events ==== K-1: K’Festa 3 ==K-1: K’Festa 3 was a kickboxing event held by K-1 on March 22, 2020 at the Saitama Super Arena in Saitama, Japan.=== Background ===The K’Festa 3 event took place on March 22, 2020 in the Saitama Super Arena. The card was scheduled to have an eight man Super Welterweight tournament, featuring: Hiromi Wajima, Avatar Tor Morsi, Yasuhiro Kido, Minoru Kimura, Kaito, Eder Lopes, Katsuya Jinbo and Milan Pales.Three title defense took place: Yuta Kubo defended the Welterweight title against Jordann Pikeur, Rukiya Anpo defended the Super Lightweight title against Fukashi, and Sina Karimian defended the Cruiserweight title against Ryo Aitaka.==== K-1 World GP 2020 -70kg Japan Tournament bracket ======= Results ===== K-1 World GP 2020 in Osaka ==K-1 World GP 2020 in Osaka will be a kickboxing event held by K-1 on September 22, 2020 at the Edion Arena in Osaka, Japan.=== Background ===The card featured one title defense, as Rukiya Anpo defended the Super Lightweight title against Hideaki Yamazaki.=== Fight Card ===== K-1 World GP 2020 in Fukuoka ==K-1 World GP 2020 in Fukuoka was a kickboxing event held by K-1 on November 3, 2020 at the Fukuoka International Center in Fukuoka, Japan.=== Background ===The event had a limited audience, with prices for seats moving from 100,000円 (~$948) to 10,000円 (~$95).",What month did the K-1: K’Festa 3 event take place in?,March,"L'année 2020 est la 27e année de l'histoire du K-1, une promotion de kickboxing japonaise. L'année a commencé avec K-1: K'Festa 3.== Liste des événements ==== K-1: K'Festa 3 ==K-1: K'Festa 3 était un événement de kickboxing organisé par K-1 le 22 mars 2020 à la Saitama Super Arena à Saitama, au Japon.=== Contexte ===L'événement K'Festa 3 a eu lieu le 22 mars 2020 à la Saitama Super Arena. La carte devait inclure un tournoi des super poids welters à huit, avec : Hiromi Wajima, Avatar Tor Morsi, Yasuhiro Kido, Minoru Kimura, Kaito, Eder Lopes, Katsuya Jinbo et Milan Pales.Trois défenses de titre ont eu lieu : Yuta Kubo a défendu le titre des poids welters contre Jordann Pikeur, Rukiya Anpo a défendu le titre des poids super légers contre Fukashi, et Sina Karimian a défendu le titre des poids lourds-légers contre Ryo Aitaka.==== Tableau du tournoi mondial K-1 GP 2020 -70kg Japon ======= Résultats ===== K-1 World GP 2020 à Osaka ==K-1 World GP 2020 à Osaka sera un événement de kickboxing organisé par K-1 le 22 septembre 2020 à l'Edion Arena à Osaka, au Japon.=== Contexte ===La carte comprenait une défense de titre, Rukiya Anpo défendant le titre des poids super légers contre Hideaki Yamazaki.=== Carte des combats ===== K-1 World GP 2020 à Fukuoka ==K-1 World GP 2020 à Fukuoka était un événement de kickboxing organisé par K-1 le 3 novembre 2020 au Fukuoka International Center à Fukuoka, au Japon.=== Contexte ===L'événement a eu un public limité, avec des prix pour les places allant de 100 000 ¥ (~ 948 $) à 10 000 ¥ (~ 95 $).",En quel mois a eu lieu l'événement K-1: K'Festa 3 ?,Mars,fr,1,54,2020 in K-1,https://en.wikipedia.org/wiki/2020_in_K-1,1.5833333333333333,3,0
en,"Nguyễn Thị Mỹ Đức is a former wushu taolu athlete from Vietnam. She was a triple medalist at the World Wushu Championships, triple medalist at the Asian Wushu Championships (including being the Asian Champion in changquan), and an eight-time medalist at the Southeast Asian Games. She also won the bronze medal in women's changquan at the 2002 Asian Games. She retired in 2007 and became a coach.She is the sister of fellow wushu athlete Nguyễn Thị Ngọc Oanh.",What medal did Nguyễn Thị Mỹ Đức win in women's changquan at the 2002 Asian Games?,Bronze medal,"Nguyễn Thị Mỹ Đức est une ancienne athlète de wushu taolu du Vietnam. Elle a remporté trois médailles aux Championnats du monde de wushu, trois médailles aux Championnats d'Asie de wushu (dont le titre de championne d'Asie en changquan) et huit médailles aux Jeux d'Asie du Sud-Est. Elle a également remporté la médaille de bronze en changquan féminin aux Jeux asiatiques de 2002. Elle a pris sa retraite en 2007 et est devenue entraîneuse. Elle est la sœur de Nguyễn Thị Ngọc Oanh, également athlète de wushu.",Quelle médaille Nguyễn Thị Mỹ Đức a-t-elle remportée en changquan féminin aux Jeux asiatiques de 2002 ?,Médaille de bronze,fr,1,50,Nguyễn Thị Mỹ Đức,https://en.wikipedia.org/wiki/Nguyễn_Thị_Mỹ_Đức,1.7894736842105263,3,0
en,"The final of the men's 100 metre butterfly event at the 1984 Summer Olympics was held in the McDonald's Olympic Swim Stadium in Los Angeles, California, on July 30, 1984.== Records ==Prior to this competition, the existing world and Olympic records were as follows.The following records were established during the competition:== Results ===== Heats ===Rule: The eight fastest swimmers advance to final A (Q), while the next eight to final B (q).",In what city did the 1984 Summer Olympics men's 100 metre butterfly final take place?,Los Angeles,"Réponse en français :
La finale du 100 mètres papillon masculin aux Jeux olympiques d'été de 1984 a eu lieu au McDonald's Olympic Swim Stadium de Los Angeles, en Californie, le 30 juillet 1984.== Records ==Avant cette compétition, les records du monde et olympiques existants étaient les suivants.Les records suivants ont été établis au cours de la compétition :== Résultats ===== Séries ===Règle : Les huit nageurs les plus rapides se qualifient pour la finale A (Q), tandis que les huit suivants se qualifient pour la finale B (q).",Dans quelle ville la finale du 100 mètres papillon masculin aux Jeux olympiques d'été de 1984 a-t-elle eu lieu ?,Los Angeles,fr,1,58,Swimming at the 1984 Summer Olympics – Men's 100 metre butterfly,https://en.wikipedia.org/wiki/Swimming_at_the_1984_Summer_Olympics_–_Men's_100_metre_butterfly,2.2916666666666665,4,0
en,"Prizzi's Honor is a satirical crime novel by Richard Condon published in 1982.  It is the first of four novels featuring the Prizzis, a powerful family of Mafiosi in New York City. In all four novels the protagonist is a top member of the family named Charlie Partanna. It was adapted into a successful film of the same name. Prizzi's Honor was followed in 1986 by Prizzi's Family, which is a prequel story. Chronologically, the events in Prizzi's Honor are followed by the story of Prizzi's Money, which was the fourth and final Prizzi novel published, and also Condon's last work.== Plot summary ==The opening lines of the New York Times review summarize the complexities of the novel:CHARLEY PARTANNA, underboss of the Prizzi crime family, has a problem. He's just bumped off a traitor in Vegas who'd fleeced the organization to the tune of $720,000 - and now he's discovered that his new girlfriend, Irene, was the dead man's wife. As if that weren't enough of a headache, Charley's also learned that she's been augmenting her income as a tax consultant by working as a freelance hitter, and that she's now been offered a contract by a family rival to do the number on him. What a business for a woman!",What was the name of the protagonist in the Prizzi novels?,Charlie Partanna,"L'Honneur des Prizzi est un roman policier satirique de Richard Condon publié en 1982. Il s'agit du premier des quatre romans mettant en scène les Prizzi, une puissante famille mafieuse de New York. Dans les quatre romans, le protagoniste est un membre éminent de la famille nommé Charlie Partanna. Il a été adapté en un film à succès du même nom. L'Honneur des Prizzi a été suivi en 1986 par La Famille des Prizzi, qui est une préquelle. Chronologiquement, les événements de L'Honneur des Prizzi sont suivis par l'histoire de L'Argent des Prizzi, qui était le quatrième et dernier roman des Prizzi publié, et aussi la dernière œuvre de Condon.

== Résumé de l'intrigue ==
Les premières lignes de la critique du New York Times résument les complexités du roman :

CHARLEY PARTANNA, sous-chef de la famille criminelle Prizzi, a un problème. Il vient de se débarrasser d'un traître à Vegas qui avait escroqué l'organisation à hauteur de 720 000 dollars - et maintenant il a découvert que sa nouvelle petite amie, Irene, était la femme du défunt. Comme si cette migraine ne suffisait pas, Charley a également appris qu'elle augmentait ses revenus en tant que conseillère fiscale en travaillant comme tueuse à gages indépendante, et qu'elle s'est maintenant vu proposer un contrat par une famille rivale pour l'éliminer. Quel métier pour une femme !",Quel était le nom du protagoniste dans les romans des Prizzi ?,Charlie Partanna,fr,1,48,Prizzi's Honor (novel),https://en.wikipedia.org/wiki/Prizzi's_Honor_(novel),1.8571428571428572,3,0
en,"AFN Bremerhaven was originally an ""Armed Forces Radio and Television Service"" (AFRTS) station. (AFRTS, worldwide, is now also known as ""American Forces Network"" or ""AFN"").  The Bremerhaven affiliate station was located in northern Germany. At the time, it was part of the ""American Forces Network - Europe.""  AFN Bremerhaven began broadcasting in 1945, originally as AFN Bremen.The station began operating just after World War II ended in Europe.  It was originally established in the north German city of Bremen in allied-occupied Germany as a small AM radio station with an AM repeater transmitter also broadcasting the station's signal in Bremerhaven, Germany, a port city on the Weser River near the entrance to the North Sea located just north of Bremen.== Military mission ==The radio station's mission was to provide information and entertainment to members of the American forces who were based in that part of northern Germany.  After World War II, the small north German US occupied area was originally known as the ""Bremen Enclave"", and it was an ""American island"" located in the portion of the newly formed West Germany that was originally occupied and controlled by British forces, (The British Occupation Zone of West Germany).== History ==Just after World War II, the port city of Bremerhaven was one of the major ports from where American forces embarked for return to the United States after fighting in the Second World War; later, the port brought US military personnel, their families, military equipment, as well as food and goods for the rebuilding of Europe to Germany via ships from the US.  Many of these shipments were, in part, in support of the Marshall Plan designed to assist and re-build war-torn Europe. Later, in the 1960s, and thereafter, most personnel movement was done via air travel.",In which country was AFN Bremerhaven located?,Germany,"AFN 不来梅哈芬最初是“武装部队广播电视服务”（AFRTS）。（全球范围内的 AFRTS 现在也称为“美国军队广播网”或“AFN”）。不来梅哈芬分支机构位于德国北部。当时，它是“美国军队广播网 - 欧洲”的一部分。AFN 不来梅哈芬于 1945 年开始广播，最初名为 AFN 不来梅。该电台在二战欧洲结束后不久开始运作。它最初在盟军占领的德国北部城市不来梅建立，是一个小型 AM 广播电台，还有一个 AM 中继发射器，也在德国不来梅哈芬广播该电台的信号，不来梅哈芬是一个位于威悉河上的港口城市，靠近北海入口，位于不来梅以北。

== 军事任务 ==
该广播电台的任务是向驻扎在德国北部地区的美国军队成员提供信息和娱乐。二战结束后，德国北部被美国占领的小区域最初被称为“不来梅飞地”，它是一个“美国岛”，位于新成立的西德，该地区最初由英军占领和控制（西德的英占区）。

== 历史 ==
二战刚结束时，港口城市不来梅哈芬是美国军队在二战后返回美国的主要港口之一；后来，该港口通过来自美国的船只将美国军事人员、他们的家人、军事装备以及用于重建欧洲的食品和物资运抵德国。这些货物中的许多部分是为了支持旨在援助和重建饱受战争蹂躏的欧洲的马歇尔计划。后来，在 1960 年代及之后，大多数人员流动都通过航空旅行完成。",AFN 不来梅哈芬 (AFN Bremerhaven) 位于哪个国家？,德国,zh,1,33,AFN Bremerhaven,https://en.wikipedia.org/wiki/AFN_Bremerhaven,1.5454545454545454,3,1
en,"August Joseph Donatelli (August 22, 1914 – May 24, 1990) was an American umpire in Major League Baseball who worked in the National League from 1950 to 1973. Highly regarded for his ability, he was also known for his inclination to eject players and managers quickly and dramatically. He was on the cover of the first issue of Sports Illustrated, with catcher Wes Westrum and batter Eddie Mathews, in August 1954.== Life and career ==Known as Gus to those close with him, Donatelli was born in Heilwood, Pennsylvania, and raised in Bakerton. After enjoying a 14-game career as a minor league infielder in 1938, he served in the Army Air Forces' Eighth Air Force during World War II and spent 15 months as a German prisoner of war after flying 18 missions as a tailgunner on a B-17. Donatelli's plane was shot down during the first daylight raid on Berlin, and he suffered a broken ankle upon parachuting. He began umpiring softball games while a POW before being freed when Soviet troops overran the area. After the war, Donatelli opted for an umpiring career rather than a return to the coal mines near his hometown, and after graduating from Bill McGowan's school in 1946 worked in the Pioneer League in 1946, the South Atlantic League in 1947, and the International League in 1948–49.During his major league career, Donatelli umpired in the World Series in 1955 (outfield only), 1957, 1961, 1967 and 1973. He also officiated in the National League Championship Series in 1969 and 1972, serving as crew chief for the latter series, and in the three-game playoff series to determine the NL champion in both 1959 and 1962.",What was the position of August Joseph Donatelli's plane during World War II when it was shot down?,Tailgunner,"奥古斯特·约瑟夫·多纳泰利（1914 年 8 月 22 日 - 1990 年 5 月 24 日）是一位美国裁判，曾在 1950 年至 1973 年间在国家联盟的美国职业棒球大联盟担任裁判。他因其能力而备受推崇，也因其倾向于快速且戏剧性地驱逐球员和经理而闻名。1954 年 8 月，他出现在《体育画报》创刊号的封面上，与捕手韦斯·韦斯特鲁姆和击球员埃迪·马修斯一起。

== 生平与职业生涯 ==

多纳泰利被亲近的人称为加斯，他出生于宾夕法尼亚州的海尔伍德，在贝克顿长大。在 1938 年作为小联盟内野手短暂打了 14 场比赛后，他在二战期间服役于陆军航空队的第八航空队，并在作为 B-17 上的尾炮手执行了 18 次任务后，被关押为德国战俘长达 15 个月。多纳泰利的飞机在第一次对柏林的日间空袭中被击落，他在跳伞时脚踝骨折。他在成为战俘期间开始执法垒球比赛，后来在苏联军队占领该地区时被释放。

战后，多纳泰利选择成为裁判，而不是回到家乡附近的煤矿工作。1946 年从比尔·麦高恩的学校毕业后，他于 1946 年在先锋联盟、1947 年在南大西洋联盟、1948-49 年在国际联盟执法。

在职业棒球大联盟的裁判生涯中，多纳泰利曾在 1955 年（仅限外场）、1957 年、1961 年、1967 年和 1973 年的世界大赛中担任裁判。他还在 1969 年和 1972 年的国家联盟冠军系列赛中担任裁判，在后一届系列赛中担任裁判组组长，以及在 1959 年和 1962 年举行的三场比赛附加赛中担任裁判，以决定国家联盟冠军。",二战期间，奥古斯特·约瑟夫·多纳泰利 (August Joseph Donatelli) 的飞机是在什么位置被击落的？,尾炮手,zh,1,30,Augie Donatelli,https://en.wikipedia.org/wiki/Augie_Donatelli,2.3333333333333335,4,0
en,The Greatest Canadian Invention is a spiritual sequel to The Greatest Canadian originally aired on CBC Television.It began with CBC viewers voting online on which invention (out of 50) they considered to be the greatest Canadian invention.,What was the television network that aired The Greatest Canadian Invention?,CBC Television,《最伟大的加拿大发明》是《最伟大的加拿大人》的续集，最初在加拿大广播公司电视台上播出。节目开始于加拿大广播公司观众在线投票，从 50 项发明中选出他们认为最伟大的加拿大发明。,《最伟大的加拿大发明》(The Greatest Canadian Invention) 是由哪家电视网络播出的？,加拿大广播公司电视台,zh,1,55,The Greatest Canadian Invention,https://en.wikipedia.org/wiki/The_Greatest_Canadian_Invention,2.1904761904761907,3,0
en,"The Cincinnati Bearcats football statistical leaders are individual statistical leaders of the Cincinnati Bearcats football program in various categories, including passing, rushing, receiving, total offense, all-purpose yardage, defensive stats, and kicking. Within those areas, the lists identify single-game, single-season, and career leaders. As of the upcoming 2023 season, the Bearcats represent the University of Cincinnati in the NCAA Division I FBS Big 12 Conference.Although Cincinnati began competing in intercollegiate football in 1885, the school's official record book considers the ""modern era"" to have begun in 1950s. Records from before this year are often incomplete and inconsistent, and they are generally not included in these lists.These lists are dominated by more recent players for several reasons:Since 1950s, seasons have increased from 10 games to 11 and then 12 games in length.The NCAA didn't allow freshmen to play varsity football until 1972 (with the exception of the World War II years), allowing players to have four-year careers.Bowl games only began counting toward single-season and career statistics in 2002. The Bearcats have played in 14 bowl games since then, giving many recent players an extra game to accumulate statistics.The American Athletic Conference, in which Cincinnati played from 2013 to 2022, has held a championship game since 2015.",Since which decade did bowl games start counting toward single-season and career statistics?,2000s,辛辛那提熊貓隊橄欖球統計領先者是辛辛那提熊貓隊橄欖球項目在各個類別中的個人統計領先者，包括傳球、衝球、接球、總進攻、全能碼數、防守統計和踢球。在這些領域中，名單標識了單場比賽、單賽季和職業生涯的領先者。截至即將到來的 2023 年賽季，熊貓隊代表辛辛那提大學參加 NCAA 第一級 FBS 十二強聯盟。儘管辛辛那提在 1885 年開始參加大學間橄欖球比賽，但學校的官方記錄簿認為“現代時代”始於 1950 年代。此年份之前的記錄通常不完整且不一致，並且通常不包含在這些名單中。出於以下幾個原因，這些名單主要由較新的球員主導：自 1950 年代以來，賽季已從 10 場比賽增加到 11 場比賽，然後又增加到 12 場比賽。NCAA 直到 1972 年才允許新鮮人參加大學橄欖球比賽（二戰期間除外），這使得球員可以擁有四年的職業生涯。直到 2002 年，碗賽才開始計入單賽季和職業生涯統計。從那以後，熊貓隊參加了 14 場碗賽，這讓許多近期的球員有額外的比賽來累積統計數據。辛辛那提從 2013 年到 2022 年參加的美國運動聯盟自 2015 年以來舉辦了冠軍賽。,从哪个年代开始，碗赛开始计入单赛季和职业生涯统计？,2000 年代,zh,1,39,Cincinnati Bearcats football statistical leaders,https://en.wikipedia.org/wiki/Cincinnati_Bearcats_football_statistical_leaders,2.375,4,1
en,"Entebbe General Hospital, commonly known as Entebbe Hospital, is a hospital in the town of Entebbe, in the Central Region of Uganda.== Location ==The hospital is located in the central business district of the town of Entebbe, in Wakiso District, approximately 44 kilometres (27 mi), by road, southwest of Mulago National Referral Hospital, the largest hospital in the country, located in Kampala, Uganda's capital and largest city. The coordinates of the hospital are:0°03'50.0""N, 32°28'18.0""E (Latitude:0.063874; Longitude:32.471655).== Overview ==Entebbe General Hospital is a public hospital funded by the Uganda Ministry of Health. Originally built by the British colonialists in the 20th century as Entebbe Grade B Hospital, the facility was closed temporarily in December 2013. Between December 2013 and May 2016, the hospital was rebuilt and expanded from 100 to 200 beds at a cost of US$7 million (about UGX:23.2 billion), donated by the World Bank. The new facility has a private fee-for-service wing and a public, free-service wing. Other services include pediatrics, radiology, laboratory, maternity, immunization, general surgery, internal medicine, orthopedics  and operating rooms. Patients served come from Wakiso District, Mpigi District, Entebbe Town, and the neighboring islands in Lake Victoria.== Recent developments ==The hospital featured prominently during the two COVID-19 pandemic waves in Uganda, one in 2020 and another 2021.",What is the original name of Entebbe General Hospital?,Entebbe Grade B Hospital,"恩德培综合医院，通常被称为恩德培医院，是乌干达中部地区恩德培镇的一家医院。== 位置 ==医院位于恩德培镇的中央商务区，位于瓦基索区，距离该国最大的医院——位于乌干达首都和最大城市坎帕拉的穆拉戈国家转诊医院——西南方向公路约 44 公里（27 英里）。医院的坐标为：0°03'50.0""N，32°28'18.0""E（纬度：0.063874；经度：32.471655）。== 概览 ==恩德培综合医院是一家由乌干达卫生部资助的公立医院。该设施最初由英国殖民者在 20 世纪建造，名为恩德培 B 级医院，于 2013 年 12 月暂时关闭。在 2013 年 12 月至 2016 年 5 月期间，医院进行了重建和扩建，床位从 100 张增加到 200 张，耗资 700 万美元（约 232 亿乌干达先令），由世界银行捐赠。新设施设有私人收费服务区和一个公共免费服务区。其他服务包括儿科、放射科、实验室、产科、免疫接种、普通外科、内科、骨科和手术室。医院服务的患者来自瓦基索区、姆皮吉区、恩德培镇和维多利亚湖附近的岛屿。== 近期发展 ==在乌干达 2020 年和 2021 年两次新冠肺炎疫情浪潮期间，该医院发挥了重要作用。",恩德培综合医院的原名是什么？,恩德培 B 级医院,zh,1,63,Entebbe General Hospital,https://en.wikipedia.org/wiki/Entebbe_General_Hospital,1.75,3,0
en,"The 1929 Detroit Titans football team represented the University of Detroit in the 1929 college football season. Detroit outscored opponents by a combined total of 174 to 52 and finished with a 7–1–1 record in their fifth year under head coach and College Football Hall of Fame inductee, Gus Dorais. Significant games included a victories over Tulsa (21–6), West Virginia (36–0), Michigan State (25–0), a loss to Oregon State (14–7), and a tie with Marquette (6–6).The team was led by halfback Lloyd Brazil of whom coach Dorais later said: ""As far as I'm concerned, there were only three great collegiate backs in my lifetime -- Jim Thorpe, George Gipp and Lloyd Brazil.""Arthur ""Bud"" Boeringer and Harvey Brown were the line coaches. Johnny Fredericks was the freshman coach. Michael H. ""Dad"" Butler was the team's trainer.",What was the name of the University of Detroit's halfback in the 1929 football season?,Lloyd Brazil,1929年的底特律泰坦橄榄球队代表底特律大学参加了1929年大学橄榄球赛季。底特律队以174比52的总比分战胜对手，并在主教练、入选大学橄榄球名人堂的加斯·多雷斯的带领下，在第五个赛季取得了7胜1负1平的战绩。重要的比赛包括战胜塔尔萨（21-6）、西弗吉尼亚（36-0）、密歇根州立（25-0），输给俄勒冈州立（14-7），以及与马奎特（6-6）战平。球队由跑卫劳埃德·布拉齐尔领导，多雷斯教练后来评价他：“就我而言，在我的一生中，只有三位伟大的大学跑卫——吉姆·索普、乔治·吉普和劳埃德·布拉齐尔。”阿瑟·“巴德”·博林格和哈维·布朗是锋线教练。约翰尼·弗雷德里克斯是新生教练。迈克尔·H·“老爸”·巴特勒是球队的训练师。,1929 年橄榄球赛季中，底特律大学的中卫叫什么名字？,劳埃德·布拉齐尔,zh,1,56,1929 Detroit Titans football team,https://en.wikipedia.org/wiki/1929_Detroit_Titans_football_team,1.8,3,0
